ILL,sample,umi_underspike,umi_overspike,umi_over_pctg,total_reads,sample_type,cut,check1_total_reads,check2_umi_overspike,check3_pct_overspike,checks_passed,is_empty
130,s65-G9,93999,7462,0.07354550024147209,11276077,sample,True,True,True,True,3,False
130,s67-H4,85918,9148,0.0962278837860013,10511796,sample,True,True,True,True,3,False
130,s67-H9,76497,12160,0.1371578104379801,8543815,sample,True,True,True,True,3,False
130,s69-B10,21135,0,0.0,1200280,sample,False,False,False,False,0,True
130,s69-B5,24054,0,0.0,1041957,sample,False,False,False,False,0,True
130,s7-D1,56516,0,0.0,5801038,sample,True,True,False,False,1,True
130,s7-D6,27896,0,0.0,2652292,sample,True,True,False,False,1,True
130,s71-C10,28092,0,0.0,3497960,sample,True,True,False,False,1,True
130,s71-C5,27238,0,0.0,3062785,sample,True,True,False,False,1,True
130,s73-D10,49685,618,0.012285549569608175,7964255,sample,True,True,True,True,3,False
130,s73-D5,95805,174,0.0018128965711249336,10183640,sample,True,True,False,False,1,True
130,s75-E10,11945,0,0.0,560217,sample,False,False,False,False,0,True
130,s75-E5,13658,3,0.0002196032501281019,470182,sample,False,False,False,False,0,True
130,s77-F10,13384,0,0.0,1246848,sample,False,False,False,False,0,True
130,s77-F5,14800,0,0.0,1180271,sample,False,False,False,False,0,True
130,s81-B3,117857,2195,0.01828374371105854,11082249,sample,True,True,True,True,3,False
130,s81-B8,122924,714,0.005774923567188082,10643349,sample,True,True,True,True,3,False
130,s82-A10,121798,2841,0.022793828576930176,10790771,sample,True,True,True,True,3,False
130,s82-A5,133891,3265,0.023805010353174488,11713155,sample,True,True,True,True,3,False
130,s9-E1,13071,0,0.0,665105,sample,False,False,False,False,0,True
130,s9-E6,14481,0,0.0,702654,sample,False,False,False,False,0,True
132,A1,176229,35596,0.16804437625398325,6661082,sample,True,True,True,True,3,False
132,A10,10583,2,0.0001889466225791214,784029,sample,False,False,False,False,0,True
132,A11,207035,11334,0.05190297157563573,7427832,sample,True,True,True,True,3,False
132,A12,183219,2255,0.012158038323430778,5500518,sample,True,True,True,True,3,False
132,A2,181523,36213,0.1663160892089503,6785691,sample,True,True,True,True,3,False
132,A3,169468,32442,0.16067554851171315,5967483,sample,True,True,True,True,3,False
132,A4,9917,2,0.00020163322915616494,540629,sample,False,False,False,False,0,True
132,A5,176319,11639,0.06192340842103023,5341898,sample,True,True,True,True,3,False
132,A6,214807,1315,0.0060845263323493215,6654937,sample,True,True,True,True,3,False
132,A7,176228,18816,0.0964705399807223,6506819,sample,True,True,True,True,3,False
132,A8,205854,10284,0.04758071232268273,6977555,sample,True,True,True,True,3,False
132,A9,208964,21747,0.09426078513811652,7443197,sample,True,True,True,True,3,False
132,B1,149286,30702,0.1705780385359024,5605517,sample,True,True,True,True,3,False
132,B10,9943,2,0.00020110608345902463,691500,sample,False,False,False,False,0,True
132,B11,140748,11471,0.07535852948712053,4441890,sample,True,True,True,True,3,False
132,B12,137853,35464,0.2046192814322888,5578266,sample,True,True,True,True,3,False
132,B2,157431,35627,0.18454039718633777,6357596,sample,True,True,True,True,3,False
132,B3,159603,24827,0.13461475898714959,5766684,sample,True,True,True,True,3,False
132,B4,8809,2,0.00022698899103393486,490551,sample,False,False,False,False,0,True
132,B5,182508,7677,0.04036595946052528,6145180,sample,True,True,True,True,3,False
132,B6,144985,30172,0.17225688953339005,5280929,sample,True,True,True,True,3,False
132,B7,138344,20541,0.12928218522830978,5125487,sample,True,True,True,True,3,False
132,B8,143829,28391,0.1648530948786436,5092334,sample,True,True,True,True,3,False
132,B9,171154,20829,0.1084939812379221,6272167,sample,True,True,True,True,3,False
132,C1,179582,25931,0.12617693284609732,6516128,sample,True,True,True,True,3,False
132,C10,10131,2,0.0001973749136484753,713605,sample,False,False,False,False,0,True
132,C11,178653,11104,0.05851694535642954,6620951,sample,True,True,True,True,3,False
132,C12,180651,1194,0.006566031510352223,6179801,sample,True,True,True,True,3,False
132,C2,179873,31598,0.14942001503752286,7236465,sample,True,True,True,True,3,False
132,C3,180145,16261,0.08279278637108846,6873061,sample,True,True,True,True,3,False
132,C4,10064,2,0.00019868865487780648,577619,sample,False,False,False,False,0,True
132,C5,197756,4718,0.023301757262660885,6655625,sample,True,True,True,True,3,False
132,C6,201872,845,0.004168372657448561,6330621,sample,True,True,True,True,3,False
132,C7,160620,17835,0.09994116163738757,6239118,sample,True,True,True,True,3,False
132,C8,181226,15155,0.07717141678675636,6151468,sample,True,True,True,True,3,False
132,C9,191385,17797,0.0850790220955914,6997949,sample,True,True,True,True,3,False
132,D1,164718,36780,0.18253282910996635,6663951,sample,True,True,True,True,3,False
132,D10,10072,2,0.0001985308715505261,723863,sample,False,False,False,False,0,True
132,D11,182315,9483,0.04944264278042524,6783020,sample,True,True,True,True,3,False
132,D12,182097,1708,0.009292456679633307,6337401,sample,True,True,True,True,3,False
132,D2,167978,28109,0.14334963562092337,6628193,sample,True,True,True,True,3,False
132,D3,111362,21277,0.16041284991593724,5330503,sample,True,True,True,True,3,False
132,D4,8582,2,0.00023299161230195712,449429,sample,False,False,False,False,0,True
132,D5,187820,23013,0.1091527417434652,7316947,sample,True,True,True,True,3,False
132,D6,209875,1034,0.004902588320081173,6220870,sample,True,True,True,True,3,False
132,D7,287164,29946,0.09443410803822018,6591262,sample,True,True,True,True,3,False
132,D8,183212,13786,0.06998040589244561,6196012,sample,True,True,True,True,3,False
132,D9,151047,16690,0.09950100454878769,6101423,sample,True,True,True,True,3,False
132,E1,144416,17130,0.10603790870711748,6203054,sample,True,True,True,True,3,False
132,E10,11253,3,0.00026652452025586353,809784,sample,False,False,False,False,0,True
