project	sample_id	sample_type	date_collected	time_point_h	cage_id	mouse_type	pretreatment	mouse_id	gender	gavage_dose_200ul	strain_bcs	strains	tube_type	tube_weight_empty	tube_weight_full	stool_weight_mg	cfu_g_stool	cfu_incubation_time	dna_conc_ng_ul	dna_conc_ng_ul
P4C2T5	s14	stool CFU		5 h	cage7	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	2040.6	#N/A	#N/A			#N/A	#N/A
P4C2T5	s15	stool DNA		5 h	cage8	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1657.9	#N/A	#N/A			6.39642082	0.17114967
P4C2T5	s16	stool CFU		5 h	cage8	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1783.3	#N/A	#N/A			#N/A	#N/A
P4C2T5	s17	stool DNA		5 h	cage9	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s18	stool CFU		5 h	cage9	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s19	stool DNA		5 h	cage10	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s20	stool CFU		5 h	cage10	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s21	stool DNA		5 h	cage11	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s22	stool CFU		5 h	cage11	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s23	stool DNA		5 h	cage12	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s24	stool CFU		5 h	cage12	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s25	stool DNA		24 h	cage1	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s26	stool CFU		24 h	cage1	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s27	stool DNA		24 h	cage2	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s28	stool CFU		24 h	cage2	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s29	stool DNA		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s30	stool CFU		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s31	stool DNA		24 h	cage4	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s32	stool CFU		24 h	cage4	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s33	stool DNA		24 h	cage5	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s34	stool CFU		24 h	cage5	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s35	stool DNA		24 h	cage6	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s36	stool CFU		24 h	cage6	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s37	stool DNA		24 h	cage7	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s38	stool CFU		24 h	cage7	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s39	stool DNA		24 h	cage8	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s40	stool CFU		24 h	cage8	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s41	stool DNA		24 h	cage9	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s42	stool CFU		24 h	cage9	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s43	stool DNA		24 h	cage10	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s44	stool CFU		24 h	cage10	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s45	stool DNA		24 h	cage11	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s46	stool CFU		24 h	cage11	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s47	stool DNA		24 h	cage12	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s48	stool CFU		24 h	cage12	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s49	SI DNA		24 h	cage1	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s50	SI CFU		24 h	cage1	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s51	SI DNA		24 h	cage2	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s52	SI CFU		24 h	cage2	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s53	SI DNA		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s54	SI CFU		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s55	SI DNA		24 h	cage4	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s56	SI CFU		24 h	cage4	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s57	SI DNA		24 h	cage5	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s58	SI CFU		24 h	cage5	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s59	SI DNA		24 h	cage6	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s60	SI CFU		24 h	cage6	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s61	SI DNA		24 h	cage7	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s62	SI CFU		24 h	cage7	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s63	SI DNA		24 h	cage8	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s64	SI CFU		24 h	cage8	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s65	SI DNA		24 h	cage9	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s66	SI CFU		24 h	cage9	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s67	SI DNA		24 h	cage10	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s68	SI CFU		24 h	cage10	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s69	SI DNA		24 h	cage11	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s70	SI CFU		24 h	cage11	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s71	SI DNA		24 h	cage12	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s72	SI CFU		24 h	cage12	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s73	Cecum DNA		24 h	cage1	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s74	Cecum CFU		24 h	cage1	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s75	Cecum DNA		24 h	cage2	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s76	Cecum CFU		24 h	cage2	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s77	Cecum DNA		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s78	Cecum CFU		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s79	Cecum DNA		24 h	cage4	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s80	Cecum CFU		24 h	cage4	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s81	Cecum DNA		24 h	cage5	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s82	Cecum CFU		24 h	cage5	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s83	Cecum DNA		24 h	cage6	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s84	Cecum CFU		24 h	cage6	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s85	Cecum DNA		24 h	cage7	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s86	Cecum CFU		24 h	cage7	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s87	Cecum DNA		24 h	cage8	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s88	Cecum CFU		24 h	cage8	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s89	Cecum DNA		24 h	cage9	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s90	Cecum CFU		24 h	cage9	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s91	Cecum DNA		24 h	cage10	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s92	Cecum CFU		24 h	cage10	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s93	Cecum DNA		24 h	cage11	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s94	Cecum CFU		24 h	cage11	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s95	Cecum DNA		24 h	cage12	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s96	Cecum DNA		24 h	cage12	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s97	Pr. Colon DNA		24 h	cage1	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s98	Pr. Colon CFU		24 h	cage1	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s99	Pr. Colon DNA		24 h	cage2	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s100	Pr. Colon CFU		24 h	cage2	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s101	Pr. Colon DNA		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s102	Pr. Colon CFU		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s103	Pr. Colon DNA		24 h	cage4	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s104	Pr. Colon CFU		24 h	cage4	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s105	Pr. Colon DNA		24 h	cage5	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s106	Pr. Colon CFU		24 h	cage5	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s107	Pr. Colon DNA		24 h	cage6	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s108	Pr. Colon CFU		24 h	cage6	germ_free	donor_BSD2780	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s109	Pr. Colon DNA		24 h	cage7	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s110	Pr. Colon CFU		24 h	cage7	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s111	Pr. Colon DNA		24 h	cage8	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s112	Pr. Colon CFU		24 h	cage8	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s113	Pr. Colon DNA		24 h	cage9	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s114	Pr. Colon CFU		24 h	cage9	SPF	antibiotic_vancomycin	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s115	Pr. Colon DNA		24 h	cage10	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s116	Pr. Colon CFU		24 h	cage10	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s117	Pr. Colon DNA		24 h	cage11	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s118	Pr. Colon CFU		24 h	cage11	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s119	Pr. Colon DNA		24 h	cage12	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s120	Pr. Colon CFU		24 h	cage12	SPF	None	mA	female	10^6	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s121	Gavage DNA		24 h	NA	NA	NA	NA	NA	NA	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
P4C2T5	s122	Gavage DNA		24 h	NA	NA	NA	NA	NA	NA	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap							
